name,votes,rate
Flavours Radha Hometel,925,3.5
Flavours24,32,3.3
Flayvours4u,108,3.2
Flechazo,29956,4.8
Float,30840,4.4
Float Brewery,2554,4.283333333333333
Flodeis,30,3.4
Floral Bakes,0,
Floured-Baked With Love,90,3.8
Flow - Terrace Bar & Grill,328,3.8
Floweraura,0,
Fluffer Nutter,0,
Flying Cakes,301,3.1
Fnp Cakes 'N' More,0,
Fog City Cafe,0,
Fogg,0,
Folklore Restaurant,788,3.266666666666667
Food & Friends,354,2.95
Food 4 U,68,3.6
Food And Biryani (FAB),21,2.8
Food And You,1338,3.856521739130435
Food Box,109,3.6
Food Box -The Taste Of Odisha,8,3.2
Food Box Cafe,36,3.6
Food Box Restaurant,0,
Food Club Restaurant,90,3.7
Food Coma,0,
Food Corner,14,3.3
Food Court,4,3.3
Food Dig,13,3.5
Food Express,0,
Food Factory,13,3.3499999999999996
Food Feast Multicusine Restaurant,64,3.3
Food Feed Restaurant,58,3.7
Food Forest,0,
Food Geek,125,3.8
Food Goodie,0,
Food Junction,426,3.5200000000000005
Food Ka Masti,135,3.2000000000000006
Food Lounge,52,3.1
Food Lover,67,3.7
Food Magic,0,
Food Magic Restaurant,352,3.8
Food Memories,5,3.3
Food Mingo,12,3.0666666666666664
Food Mood,158,3.7000000000000006
Food N Joyy,8,3.2
Food Of Punjab,38,3.7
Food Paradise,24,3.3
Food Planet,10,3.1
Food Plaza,0,
Food Point,732,3.3000000000000003
Food Point Family Restauarant,12,3.3
Food Prade Dairy Delight,0,
Food Ras,2773,4.3
Food Republic Resto,43,3.3
Food Singh,0,
Food Springs,1861,4.0
Food Square,82,3.4000000000000004
Food Star,48,3.2000000000000006
Food Theory,1186,2.761111111111111
Food Time Now,20,3.1
Food Times,0,
Food Town,20,3.2
Food Treat,48,3.3
Food Xpress,20,3.4
Food Zone,1258,3.5200000000000005
Food n Fit,0,
FoodIshq,348,4.0
FoodNite,0,
FoodandSnack.com,8,3.3
Foodbell,0,
Foodbook Restaurant,0,
Foodhall,1527,3.9733333333333336
Foodiction,1120,2.8499999999999996
Foodie,35,2.9
Foodie Born,0,
Foodie Nation,267,3.5
Foodie's Affair,44,3.5
Foodies Choice,96,3.7
Foodies Club,40,3.4
Foodies Delight,546,3.7999999999999994
Foodies Express,261,3.7
Foodies Family Restaurant,12,3.4
Foodies Hub,40,3.1
Foodies Hut,0,
Foodiesthan,708,3.7000000000000006
Foodishq,216,3.7000000000000006
Foodism,645,4.1
Foodizclub,0,
Foodizo,72,3.6
Foodlieious Multi Cuisine,0,
Foodmagic,0,
Foodmazic,51,3.7000000000000006
Foodu Paddu,0,
Foody Baba,65,3.1
Foody's,1354,3.8
Foody's Land,0,
Foody's Lane,0,
Foody's Take Away,0,
Foodys Adda,8,3.2
Foodzoo,490,3.6500000000000004
Forage,850,4.15
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,282,3.483333333333333
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,538,3.5454545454545454
Fork n Dough,0,
Fort Kochi,3700,4.1
Fortuna Turban Tadka,0,
Fortune,0,
Forum Bakes & Cafe,0,
Four Seasons,0,
Four Seasons Fast Food,80,3.3
Four Seasons Fast Food Center,408,3.733333333333333
Foxtail Rodeo,26,3.5
Foxtrot,7041,4.4
Foxtrot - House of Subculture,5585,4.4
Fragrant Kitchen,880,3.7874999999999996
Freeze It,153,3.5727272727272723
French Bake House,190,3.5666666666666664
French Bakery,56,3.3
Fresh 'N' Grills,234,3.2
Fresh Aahar,117,3.9
Fresh Berriz,7,3.3
Fresh Bites,129,3.2624999999999997
Fresh Bowl,4,3.3
Fresh Code,0,
Fresh Dinner,105,3.1
Fresh Kitchen,284,3.35
Fresh Lemon Soda,5,3.1
Fresh Lime Soda,0,
Fresh Pressery Cafe,3984,4.087096774193548
Fresh Veg,281,2.7000000000000006
FreshBakes,0,
FreshEats,28,3.6
FreshMenu,15138,3.607142857142857
FreshPhulka,48,3.8
Freshies Gourmet Salads,114,3.4800000000000004
Freshkhilao,1877,3.4200000000000004
Freshkicho,24,3.8
Freskka,2106,4.0
Fried Chicken Burger,0,
Friend's Cafe,6088,3.9
Friend's Kitchen,50,3.5
Friend's Own,110,3.2
Friends Chats Adda,0,
Friends Diner,144,2.8
Friends Food Corner,0,
Friends Night Kitchen,1207,3.8
Friends Restaurant,0,
Friendz Zone,156,3.6
Fritz Haber,2421,3.745454545454545
Frolic,406,3.975
Frootality,428,4.0
FrostBite,225,3.5
Frosted Memories,68,4.0
Frosting Flavours,54,3.8
Froststicks,89,3.8499999999999996
Frosty Bite,8,3.3
Frosty Creams,13,3.7
Frosty Fills,20,3.7
Frozen Bite,11,3.3
Frozen Bottle,4807,3.9
Frozen Coast,215,3.9
Frozenheit?,618,4.0
Fruit Ball,0,
Fruit Face,130,3.6500000000000004
Fruit Juice Bar,0,
Fruit Punch,0,
Fry Factory,0,
Fudge,252,3.3846153846153846
Fudgy Love Designer Cakes,160,3.7
Fuel Resto Bar,494,4.2
Fujan,270,3.6
Fujian Express,547,3.433333333333333
Fullyfilled,288,4.0
Fumzas Dine,0,
Fun Kitchen,369,3.75
Funjabi,1680,3.5
Funjabi Curries,22,2.9
Funjabi Times,0,
Funky Food,0,
Funky Punjab,3713,3.8562499999999997
Furry Fairy Paw Paradise,0,
Fusion Lounge,3573,2.0
Fusion Panda,43,3.5
Fusion Tadka,103,3.733333333333333
Fusion Theory,554,4.1
G Resto Cafe,28,3.3
G. P. S. Kaapi Thindi,28,3.5
G8 Punjabi Tadka,15,3.7
GET ur FIX @ Chote Miya,8,3.3
GFC Biryani,0,
GKT Biryani World,586,3.7
GMT - Gelateria Montecatini Terme,1870,4.4
GOOD MEALS,0,
GR Foods,0,
Gabbar Chai,148,3.7
Gajanana Juice Centre,0,
Galaxy 2 Restaurant,24,3.2000000000000006
Galaxy Kebabs & Curries,0,
Gali Parathae Wali,190,3.7
Galito's,6226,4.592307692307692
Galli Belly,44,3.4
Gallop Bar - Davanam Sarovar Portico Suites,104,3.5
Gallops,62,3.6
Gam's Delicacy,3593,4.046153846153846
Gama Gama,792,3.9
Game Of Pizzas,64,3.625
Game Of Tandoors,483,3.7
Ganache - The Ritz-Carlton,249,3.9
Gandharva Bakery and Sweets,0,
Gandharva Family Restaurant,144,3.6
Ganesh Bakery,0,
Ganesh Bhavan,360,4.0
Ganesh Chats,8,3.7
Ganesh Darshini,858,3.7000000000000006
Ganesh Food Joint,554,3.6555555555555554
Ganesh Grand,123,3.7
Ganesh Restaurant,561,3.7
Ganga Foods,53,3.5
Ganga Sagar,41,3.4000000000000004
Gangothri Kabab Corner,72,3.1
Gangothri Veg Restaurant,837,3.7000000000000006
Gangotree,152,3.7999999999999994
Gappe,64,3.8
Garage Food Company,219,3.8199999999999994
Garage Pizza,8,3.2
Garden City Mobile Biryani,0,
Garden Fresh,407,3.9
Garden Hotel,0,
Garden Kabab Corner,14,3.4
Garma Garam,724,3.2
Gaura's Secret Recipe,63,3.8
Gavran Misal,0,
Gawdaru Mane Beriyani,0,
Geetha Cafe,12,3.0
Gelato Italiano,1681,3.354347826086957
Gelato Pazzo,282,3.7999999999999994
Get Grilled,0,
Get Ur Fix,0,
Ghar Ka Aahar,0,
Ghar Ka Bhojan,49,3.3
Ghar Ka Chulha,468,3.1
Ghar Ka Healthy Khana,0,
Ghar Ka Khana,950,3.7
Ghar Ka Swaad,0,
Ghar Ke Phulke,0,
Ghar Ki Biryani,0,
Ghar Ki Rasoi,542,3.372727272727273
Ghar ka Khana,0,
Gharelu Zaika,88,3.7
Ghee Biryani House,89,3.209090909090909
Ghee Biryanis,965,3.442857142857143
Ghee Positive,432,3.7999999999999994
Ghee Rice Family Restaurant,64,3.375
Gifts N Surprise,0,
Gilly's Restobar,98808,4.4625
Ging - Royal Orchid Central,3881,4.341176470588235
Ginger,159,3.6
Ginger & Garlic,460,3.6
Ginger Greens,1203,3.9
Ginger Mint,15,3.0
Ginger restaurant,0,
Ginseng - Royal Orchid Hotel,684,3.95
Giselle Resto Cafe,5920,4.114285714285714
Give Me 5 Cafe,540,3.3499999999999996
Glacier - Citrine Hotel,162,3.6
Glasso Cafe,0,
Glassy,2838,4.2
Glen's Bakehouse,61364,4.333333333333333
Global Flavors,528,3.5
Go Gharelu,136,3.1
Go Italia,7031,4.0
Go Native,13931,4.3
Goa 0 Km,327,3.6
Gobble Up,0,
Gobble Up Churros Cafe,3458,4.0
Gobi Corner,21,3.6
Gobi Gate,16,3.2
Godavari Delights,597,3.233333333333333
Godhavari,8,3.3
Gods Own Cafe,4224,4.4
Godumana Moddha Hotel,0,
Gogula's Sweets & Chats,2285,4.009090909090909
Gokul Kuteera,2067,3.9
Gokul Veg,2345,3.8
Golawala,0,
Gold Bean,226,2.5
Gold Line Breadz,319,3.7000000000000006
Golden China,225,3.6
Golden Food Palace,36,2.9
Golden Fork,0,
Golden Grill Restaurant,72,3.5
Golden Oak - La Marvella Sarovar Premiere Hotel,741,3.95
Golden Paradise,28,3.5
Golden Restaurant,2092,3.4499999999999997
Golden Rice,702,4.2
Goli Vada Pav NO.1,21,3.4
Goli Vada Pav No 1,7,3.4
Goli Vada Pav No. 1,3388,3.53695652173913
Goli Vada Pav No.1,0,
Golkonda Chimney,7274,3.6
Gongura,51,2.6
Gongura Biriyani House,0,
Good Bread,84,3.6
Good Food Kitchen,14,3.4
Good Meals,0,
Goodness! Beverages,28,3.4
Gooey & Fluffy,358,3.9
Goofy's,8,3.2
Gopal Kabab Centre,12,3.3333333333333335
Gopi Ice Creams,0,
Gorbandh,760,4.033333333333333
Gorilla Barfare,2708,4.2
Gourmet,24,3.5
Gourmet Food Truck,101,3.766666666666666
Gowda's Biriyani Corner,91,3.8
Gowdaaa Mane Oota,28,3.4
Gowdara Hatti,118,3.7
Gowdara Naati Mane,63,3.4
Gowdru Hatti Nati Style,0,
Gowdru Hotel,2892,3.7416666666666667
Gowdru Mane,52,3.6
Gowdru Mane Baduta,0,
Gowdru Mane Bhaduta,8,3.2
Gowdru Mane Oota,490,3.7000000000000006
Gowdru Military Hotel,16,3.233333333333333
Gowri Gajanand Sweets,327,4.0
Gowri Sweets,16,3.3
Grab 'n' Dash,0,
Grab n Go - Aloft Hotel,7,3.1
Graffitea,96,3.7000000000000006
Grahaira,0,
Gramin,38031,4.3
Grand Chillies,28,3.4
Grand Fast Food,0,
Grand Food,16,3.4
Grand Food Court,0,
Grand Gowdru Hotel,279,3.4222222222222225
Grand Hotel,228,3.6
Grand Kudla Family Restaurant,0,
Grand Spicy Restaurant,206,3.6
Grand Sweets & Snacks,20,3.3
Grand Taj,0,
Grand Taj Durbar,12,3.5
Grand Village,664,3.8
Grandees Bakes & Juice,0,
Grandma's Recipe,51,3.9
GrannyzHut,80,3.4
Granos De Cafe,124,3.7
Grapevine,4400,4.1
Gravy Train,0,
Grazers,2349,3.9
Great Indian Rolls,20,3.2600000000000002
Great Moments - Hotel Bangalore International,6,3.2000000000000006
Green Chillies,0,
Green Chilly,118,3.6
Green Family Bar & Restaurant,114,3.0
Green G Juice Bar,76,3.5
Green Gardenia,480,3.7999999999999994
Green Go,0,
Green Hotel,7,3.6
Green Hyderabad Biryani House,1290,3.7999999999999994
Green Mango Restaurant,0,
Green Onion,12110,3.992857142857143
Green Paprika,35,3.3
Green Pepper,1042,3.8499999999999996
Green Theory,59841,4.204761904761905
Green Tree Garden Restaurant,12,3.4
Grigliato,5015,3.9
Grill 99 - The Ritz-Carlton,60,3.44
Grill Biryanis,32,3.1
Grill Hut,250,3.6
Grill N Chill,136,3.1
Grill On Wheels,0,
Grill Point,90,2.9
Grill Zone,0,
Grilled Fish,0,
Grilliez,2265,4.1
Grillopia,1133,3.891666666666666
Grills & Rolls,1926,2.5
Grills And Tandoor,1214,3.6818181818181817
Grits Cafe,30,3.6
Grow Fit,2745,3.8214285714285716
Grub Bucket,4,3.3
Grub by 3G's,16,3.3
Grubbery,3189,4.1
Grubhouse,3355,4.1
Gruhalakshmi Home Foods,5,3.3
Gud Dhani,6624,4.0
Gudguda Prime Cafe,5719,4.2
Gufha - The President Hotel,11317,4.1
Gugu Fast Foods & Snacks,0,
Gujrati Mess,127,3.6142857142857143
Gulbarga Refreshment,10,3.2
Gullu's Chat,2380,3.6750000000000003
Gulp The Pulp,114,3.7000000000000006
GulpnBurp,0,
Gundappa Donne Biryani,3624,3.2777777777777777
Gundappa Donne Biryani Mane,165,3.4
Gundu Pulav,8,3.3
Guns N Roses,226,3.6100000000000003
Guntur Royal Dine,7,3.4
Guntur's Vandanam Food Zone,0,
Gupshap,5,3.5
Guru Garden,426,2.9
Guru Greens,178,3.8
Guru Palace,318,3.1
Guru Paradise,400,2.9
Gurukrupa Paratha House,3230,3.6333333333333333
Gusto's Pizza,1465,3.0
Gustoes Beer House,5208,4.1
Guzzlers Inn,11407,3.9416666666666664
Gyani Da Punjabi Dhaba,11895,3.9
H&W Cafe,0,
H2h Night Kitchen,0,
H3O,179,3.2119999999999997
HIGH SKY,256,3.3375
HMS Hyderabad Bawarchi,0,
HOMMS,460,4.5
HOT BOX,56,3.6
HOT COFFEE,210,4.1
HOTEL JANATHA,5,3.4
HOTEL VKM,0,
HQ,3078,4.1
HSR Agarval Bhavan,476,3.2
HSR High Street,1282,3.8
HSR SLV Fast Food,135,3.7
HVR Veg,96,4.5
Haagen Dazs,1235,3.9
Habib Shaheb Kolkatta Katti Rolls,12,3.2999999999999994
Habib's Biryani,22,3.6
Habibi Falafel,2200,4.3
Habitts,672,3.7
Hae Kum Gang,6002,4.42
Haji Ali Juice Centre,4080,3.9878048780487805
Hakka Chinese Restaurant,3313,3.9
Hakuna Matata,11162,4.5
Haldiram's Express,528,3.6
Half & Half Food Box,70,3.06
Half Girlfriend,0,
Halftime,0,
Halli Donne Biryani Nati Style,231,3.4
Halli Jonne Biriyani,771,4.2
Halli Kitchen,126,2.5
Halli Mane,4815,3.466666666666667
Halli Mane Badoota Hotel,0,
Halli Mane Biriyani,8,3.2
Halli Mane Donne Biriyani,350,4.1
Halli Mane Food Court,33,3.5
Halli Mane Hotel,0,
Halli Mane MUDDE OOTA,56,3.5
Halli Mane Rotti,8,3.4
Halli Oota,60,3.3
Halli Rotti Manne,36,3.4
Halli Sogasu,30,3.0
Halo Chef,722,3.9
Ham Khim Chinese Fast Food,14,3.1
Hamara Kozhikode,10,3.3
Hammered,180602,4.625
Hamsa Sagar,4,3.2
Hamza,996,3.9
Hanchi Thinnuva,34,3.5
Hanchina Mane Restaurant,0,
Handi Biryani,178,3.9
Hang10 Resto N Cafe,1207,3.75
Hangout Cafe,14,3.6
Hangout Junction,56,3.6
Hangouts @ Kashish Caterers,30,3.4
Hangover,10923,4.1
Hangyo,0,
Hanoi - Vietnamese Cuisine,25295,4.4
Hanumanthanagar Biryani Junction,34,3.5
Happenwell Cafe Lounge,24,3.7
Happie Hippies,0,
Happiest Moment,0,
Happiness Bars,10,3.2
Happy Belly Bakes,3613,4.152
Happy Brew,32374,4.0
Happy Chopsticks,86,3.6
Happy Cook,0,
Happy Cups,0,
Happy Days,54,3.1
Happy Eat,348,3.3
Happy Eats,0,
Happy Endings,3024,4.2
Happy Fillings,64,3.4
Happy Hours,72,3.7999999999999994
Happy House Restaurant,82,3.1
Happy Khaana,0,
Happy Kitchen,312,3.8
Happy Plate,432,3.6
Happy Singh,2044,3.8
Hara Bhara Box,0,
Hara Fine Dine,3166,4.0
Harbour 4,0,
Hard Rock Cafe,63319,4.5
Hare Krishna,16,2.9
Hare Krishna Kuteera,0,
Hari Super Sandwich,5117,4.038888888888889
Hariharan Tiffen Centre,0,
Harilal ka Bihari Dhaba,0,
Harima,3356,4.3
Harry's Bar + Cafe,30869,4.182608695652174
Harshi Super Sandwich,892,3.7999999999999994
Harvest Market,38,3.6500000000000004
Hasee-E-Shan Makers Of Biryani,62,3.5
Hash Caff Restaurant,20,3.4
Hashery Family Restaurant,22,3.3
Hashtag Cafe,677,2.8
Hashtag Kitchen,194,3.3499999999999996
Hasini Foods,189,2.9
Hatch,3761,4.175
Hatti Kaapi,2247,3.8222222222222224
Hatti Punjab Di,2091,3.248484848484848
Hattke,54,3.5
Haute,186,4.35
Have More,1817,3.9
Haveli,288,3.6666666666666665
Havelli - Chairman's Resort,137,3.5
Havmor,512,3.605555555555556
Havmor - Hav Funn,6,3.3
Havyaka Mess,56,3.9
Hayaat,28,3.4
Head O State,1194,3.7999999999999994
Head's Or Tail's,692,4.0
Health Gourmet,234,3.8
Health Kitchen,0,
Health Zingo,1482,3.8
Healthie,2137,3.7999999999999994
Healthy Bakes 'n' Brew,0,
Healthy Bill,0,
Healthy Hawker,0,
Healthy Parathawala,0,
Healthy Sapiens,89,3.8
Healthy Smoothie,0,
Healthy Yummy Food Restaurant,64,3.6
Hearts Unlock Cafe,132,3.191666666666667
Heaven 2 Oven,0,
Heaven Biryani And Shawarma,0,
Heavenly Desserts,42,3.6
Height's Cafe - Hotel Bangalore International,14,3.2
Hello Brother Hotel,24,3.4
Hello Cafe,0,
Hello Curry,232,2.8
Hello Dish Biriyani,0,
Hello Resto-Pub,1732,4.06
Helloo Delhi,3885,3.8333333333333335
Henchina Mane Restaurant & Bar,0,
Hennuru Cafe & Restaurant,0,
Henshel,0,
Herbs & Spices,2232,4.0
Here & Now,6339,4.6
Heritage Cafe,88,3.6
Hi Seoul,802,4.1
Hide Out - The Golden Tulip,36,3.2
Hide Out Cafe,62,3.7
High Ultra Lounge,19097,4.1
High n Hungry,570,2.9
HighTeaParty Cafe,432,3.9
Himalyan Inn Tibet Kitchen,84,3.7
Hind Ka Chulah,1169,3.75
Hit And Run,0,
Hit and Run,75,3.6399999999999997
Hiya Bismillah Hotel,0,
Hiyar Majhe Kolkata,2232,3.9444444444444446
Hoai Ice Cafe,24,3.5
Hodge Podge,39,3.6
Hokey Pokey Ice Creams,150,3.9
Holiday Fast Food,168,3.4
Holige Mane,396,3.983333333333333
Home Cooked,0,
Home Food,67,3.4200000000000004
Home Food Punjabi Dhabha,12,3.1
Home Kitchen,0,
Home Made Food,0,
Home Tiff-INN's,36,3.6
Home Touch Hotel,8,3.2
Home Treat,84,3.1
Home Treats,0,
HomeDeli Kitchen,1598,3.0
Homelicious Food,126,4.0
Homely Curries & Pickles,269,3.35
Homely Kitchen,0,
HomelyDelight,184,3.7600000000000002
Homemade,0,
Homemade Chocolates,0,
Homemade Delite,42,3.6
Homemade Food,144,3.7999999999999994
Homemadefoodlovers,0,
Homey Bake & Juice,0,
Homfrez.com,34,3.4
Homies,0,
Homifoo,55,3.5
Hong Kong Noodle,0,
Hongkong Garden,618,3.9
Hongkong Noodles,320,3.8
Hoodi Baba A Str-eat Caff,114,3.7000000000000006
Hoot,65313,4.2
Hoppipola,32506,4.327272727272727
Hot & Cold Hut,230,3.0
Hot & Cold Juice Cafe,0,
Hot & Cool,0,
Hot & Spicy Food,0,
Hot 'N' Fresh,8,3.5
Hot Attack,176,3.6
Hot Attack Restaurant,0,
Hot Biriyani Center,0,
Hot Brixx,90,3.7
Hot Burg,297,3.5
Hot Coffee,54,3.5
Hot Cross Bun,36,3.228571428571428
Hot Momos,0,
Hot Rolls & House Of Kebabs,220,3.1
Hot Spot Cafe,68,2.9
Hot Zone,0,
Hot and Spicy Restaurant,0,
Hotal Kalabhairaveshwar,0,
Hotboxit,72,3.8
Hotel A-1,10,3.3
Hotel AL-Zaioa,0,
Hotel Aahaa,98,3.7
Hotel Abhilash,0,
Hotel Adhvi,0,
Hotel Aditya,332,4.3
Hotel Ajantha,381,3.9
Hotel Akshaya Restaurant,0,
Hotel Amarjothi,0,
Hotel Ambara,0,
Hotel Amrit,0,
Hotel Amulya,0,
Hotel Anand Vihar,12,3.2
Hotel Andhra Speices,0,
Hotel Annapoorna,248,3.4
Hotel Annapoorneswari,0,
Hotel Annapurna,0,
Hotel Annapurneshwari,0,
Hotel Aradhana,510,3.7
Hotel Archana Grand,134,3.533333333333333
Hotel Arogya,0,
Hotel Ashoka,63,3.7000000000000006
Hotel Atithi North Karnataka Mess,0,
Hotel Avakay,54,3.6
Hotel Ayodhya Upahar,46,3.9
Hotel Bhuvaneshwari,0,
Hotel Biriyani Counter,0,
Hotel Bismillah,0,
Hotel Blue Land,0,
Hotel Brundavan,0,
Hotel Chandrika,2080,3.8
Hotel Chiguru,0,
Hotel Chirag,0,
Hotel City Light,0,
Hotel Coorg Style,9,3.1
Hotel Coronation,10,3.3
Hotel Crossroads,174,3.6
Hotel Darshan Paradise,31,3.6
Hotel Devanand Kerala Restaurant,282,3.4
Hotel Devika,0,
Hotel Dharshan,0,
Hotel Dil Coorg,871,3.6363636363636362
Hotel Dine City,415,3.46
Hotel Dinesh,0,
Hotel Durga Shree Grand,24,3.6
Hotel Dwarka,506,4.2
Hotel Elite,62,3.7
Hotel Emirates,94,3.1
Hotel Empark,176,3.4
Hotel Fanoos,8674,4.0
Hotel Feast Ambur Biriyani,2056,3.4
Hotel Fine,245,3.5
Hotel Fish Land,24,3.6
Hotel Food Lands,627,3.8
Hotel Food Zone,18,3.3
Hotel Fresh N Tasty,0,
Hotel Girija Sagar,15,3.2999999999999994
Hotel Girish,9,3.2
Hotel Godavari,2474,3.9
Hotel Gowda's,158,3.5
Hotel Gowdru Mane,224,3.1
Hotel Green Land,14,3.3
Hotel Green Palace,0,
Hotel Green Tara,410,3.9
Hotel Green Way,0,
Hotel Greens,118,3.6
Hotel Halli Nenapu,262,3.3
Hotel Hyderabadi,8,3.2
Hotel Hyperdine,330,2.5
Hotel Ivy Dew Drops,8,3.2
Hotel Jade Empire,10,3.1
Hotel Jai Jaganath,4,3.2
Hotel Janardhan,485,4.1
Hotel Janatha,1612,4.02
Hotel Junior Kuppanna,1865,3.1
Hotel Kaara Chaaram,0,
Hotel Kadamba Veg,1326,3.8
Hotel Kakatiya,98,3.7
Hotel Kalpaka,4,3.4
Hotel Kanchan's Fish & Chicken,24,3.2999999999999994
Hotel Karavali,1057,3.6800000000000006
Hotel Karavali Beach,76,3.5
Hotel Karavali Fish Palace,40,3.8
Hotel Karavali Food Point,439,3.8
Hotel Khaaja,414,3.1
Hotel Lakshmi Paradise,42,3.2999999999999994
Hotel Little Imperial,365,3.7
Hotel Madhuvan,14,3.5
Hotel Mahesh Bhavan,0,
Hotel Malabar,86,3.8
Hotel Malabar Palace,0,
Hotel Malgudi,40,3.6
Hotel Manarama,43,3.7
Hotel Mangala,176,3.9
Hotel Manu,2728,3.8499999999999996
Hotel Manu Residency,402,3.8
Hotel Marina,208,2.8
Hotel Masthi Kabab,36,3.1
Hotel Masti,25,2.8
Hotel Meed Cafe,5,3.2
Hotel Metropole,108,2.9
Hotel Mirchi Red,192,3.033333333333333
Hotel Moonlight,232,3.9
Hotel Muthu,0,
Hotel NLC Grand,0,
Hotel Nalapaka,1368,4.3
Hotel Namadhari,0,
Hotel Narmada,24,3.5
Hotel Narmada Andhra Style,5,3.4
Hotel New Grand,0,
Hotel New Guide,0,
Hotel New Karavali,564,3.6125
Hotel New Karthik,0,
Hotel New Mezban,0,
Hotel New Panchavati,121,3.6
Hotel New Sagar,0,
Hotel Nisarga,5,3.2
Hotel Nisarga Grand,298,3.6666666666666665
Hotel Nisarga Restaurant,12,3.2
Hotel North Indian Express,0,
Hotel Oottupura,168,3.6
Hotel Orchid,0,
Hotel Palace,121,3.7
Hotel Panchami Grand,15,3.5
Hotel Paradise,15,3.2999999999999994
Hotel Parampare,143,2.9
Hotel Pork Paradise,84,3.7
Hotel Prakruthi,186,3.8
Hotel Prameela Veg,0,
Hotel Prashanth,252,3.9
Hotel RK Food,0,
Hotel Raj,32,3.6
Hotel Rajesh,9,3.5
Hotel Ramprasad,1118,4.2
Hotel Ranga,0,
Hotel Rangoon,170,3.7
Hotel Raravees,0,
Hotel Rasai,0,
Hotel Reddy Bhavan,88,3.4
Hotel Renowned,10,3.3
Hotel Royal Darbar,13,3.4
Hotel Ruchi Priya,261,3.6
Hotel S Mom,0,
Hotel SRV,0,
Hotel Sagar,0,
Hotel Sai Grand,0,
Hotel Sai Renaissance,64,3.6
Hotel Sakti Saravana,134,3.8
Hotel Salala,376,3.65
Hotel Salam,642,4.1
Hotel Sapphire,0,
Hotel Sapthagiri,52,3.6
Hotel Savaji's,144,3.5
Hotel Sekar,0,
Hotel Select,0,
Hotel Shangrila,625,3.7
Hotel Shreekshetra,50,3.6
Hotel Shri Raghavendra,6,3.0
Hotel Shruthi,26,3.5
Hotel Shyam Mangalam & Catering Service,0,
Hotel Sinchara,0,
Hotel Smile,60,3.1
Hotel Sri Annapoorneshwari Vegetarian,0,
Hotel Sri Ayodhya,0,
Hotel Sri Chiraag Sagar,0,
Hotel Sri Devi (Veg & Non Veg),0,
Hotel Sri Ganesh Prasad,0,
Hotel Sri Gurupriya,0,
Hotel Sri Kumar Bhavan,0,
Hotel Sultan,0,
Hotel Sunitha,0,
Hotel Tadaka House,21,3.4
Hotel Taj Delight,55,3.266666666666667
Hotel Tanish,58,3.6750000000000003
Hotel Tanish Jolada Rotti Oota,0,
Hotel Tasty Land,0,
Hotel Thalassery,8,3.4
Hotel Thansika,0,
Hotel Thazooq,48,3.3
Hotel The Nalanda,8,3.2
Hotel The Shack,232,3.9
Hotel Tom's Restaurant,8517,4.24
Hotel Triloka,14,3.3
Hotel Trupthi,0,
Hotel Udipi Krishna,0,
Hotel Udupi Gokul Grand,0,
Hotel Udupi Sagar,0,
Hotel Uma Bhai,76,3.7
Hotel Uttam Sagar,14,3.6
Hotel Vaishali,40,3.6
Hotel Vedha,0,
Hotel Vijaya Vihar,0,
Hotel Vinitha,30,3.2000000000000006
Hotel Vinn,0,
Hotel Zam Zam,187,3.1666666666666665
Hotpot EggStacy Chinese,0,
Hottey Smokey,247,3.7999999999999994
House Of Candy,0,
House Of Combos,0,
House Of Commons,90573,4.723809523809524
House Of Kebabs,2708,3.8199999999999994
House Of Lassi,23,3.6
House Of Seitan,152,4.0
House Of Wholewheat,60,3.1
House Stark Cafe,357,3.9
House of Chaaps,0,
House of Mandarin,4,3.3
House of Tasty Food,0,
House of Torte,120,3.8
Howlin Wolf,560,4.066666666666666
Howrah Bridge,2926,3.28
Huga Icecream,0,
Huko Mukho Hangla,707,4.0
Hum Biryani,119,3.4
Hunan,36178,4.25
Hunan Express,72,3.8
Hunan King's,123,2.9
Hunger Bee,110,3.8
Hunger Box,0,
Hunger Buds,60,3.5
Hunger Camp,954,4.6
Hunger Genie,165,4.0
Hunger Hitman,1545,3.7999999999999994
Hunger House 32,0,
Hunger Joint,0,
Hunger Lust,0,
Hunger Meals,276,3.8199999999999994
Hunger Night King,794,3.6
Hunger Nights,0,
Hunger Restaurant,0,
Hunger Stop,202,3.7
Hunger Swipe Restaurant,0,
Hunger Twist,180,3.7999999999999994
Hunger2Eat,235,3.711111111111111
HungerLoft,1199,2.5090909090909093
Hungerbreak 24x7,63,3.022222222222222
Hungree Belly,1265,3.95
Hungrill Barbeque,8,3.4
Hungry Bird,83,3.6799999999999997
Hungry Birds,66,3.18
Hungry Bite Cafe,0,
Hungry Bowl,255,3.6
Hungry Buddies,300,3.3333333333333335
Hungry Darjeeling Chinese and Thai,0,
Hungry Folks Snacks Drinks,0,
Hungry Haters,0,
Hungry Hippie,14699,4.3
Hungry Hub,0,
Hungry Kya?,16,3.3
Hungry Lee,2144,4.1
Hungry Lion,96,3.0
Hungry Mates,0,
Hungry Monster,0,
Hungry Nights,270,3.0
Hungry Paunch,1624,4.0
Hungry Queen,243,3.5500000000000003
Hungry Stone,0,
Hungry Travellers Cafe,189,3.8
Hungry Vihaari,155,3.925
Hungry Walker,126,4.0
