location,cuisines,approx_cost(for two people)
Koramangala 8th Block,"Beverages, Fast Food",400.0
Koramangala 8th Block,"Beverages, Juices, Fast Food",150.0
Koramangala 8th Block,Biryani,332.3529411764706
Koramangala 8th Block,"Biryani, Chinese, Coffee, Desserts, Healthy Food, North Indian, South Indian",300.0
Koramangala 8th Block,"Biryani, Chinese, Fast Food",300.0
Koramangala 8th Block,"Cafe, Coffee",400.0
Koramangala 8th Block,"Cafe, Continental, Beverages",700.0
Koramangala 8th Block,Chinese,250.0
Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos",355.55555555555554
Koramangala 8th Block,"Chinese, North Indian, South Indian, Hyderabadi",250.0
Koramangala 8th Block,"Continental, Chinese",250.0
Koramangala 8th Block,Desserts,200.0
Koramangala 8th Block,"Desserts, Cafe, Fast Food",500.0
Koramangala 8th Block,"Desserts, Ice Cream, Beverages",
Koramangala 8th Block,Juices,200.0
Koramangala 8th Block,"Juices, Fast Food",150.0
Koramangala 8th Block,"Mexican, Italian",600.0
Koramangala 8th Block,"Mithai, Street Food",300.0
Koramangala 8th Block,"Nepalese, Momos, Chinese",350.0
Koramangala 8th Block,North Eastern,450.0
Koramangala 8th Block,North Indian,
Koramangala 8th Block,"North Indian, Biryani, Fast Food",500.0
Koramangala 8th Block,"North Indian, Chinese",338.8888888888889
Koramangala 8th Block,"North Indian, Chinese, South Indian, Fast Food",500.0
Koramangala 8th Block,"North Indian, Fast Food",300.0
Koramangala 8th Block,"North Indian, South Indian",300.0
Koramangala 8th Block,"North Indian, South Indian, Maharashtrian",366.6666666666667
Koramangala 8th Block,Pizza,750.0
Koramangala 8th Block,"Seafood, North Indian, Chinese",800.0
Koramangala 8th Block,South Indian,271.42857142857144
Koramangala 8th Block,"South Indian, North Indian",320.0
Koramangala 8th Block,"South Indian, North Indian, Chinese",250.0
Koramangala 8th Block,"South Indian, North Indian, Street Food, Chinese",250.0
Kumaraswamy Layout,Arabian,300.0
Kumaraswamy Layout,"BBQ, Arabian, Chinese, Kebab, Beverages",700.0
Kumaraswamy Layout,"BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550.0
Kumaraswamy Layout,Bakery,266.6666666666667
Kumaraswamy Layout,"Bakery, Fast Food",400.0
Kumaraswamy Layout,"Bengali, Chinese, Sandwich",350.0
Kumaraswamy Layout,"Beverages, Fast Food",400.0
Kumaraswamy Layout,"Beverages, Juices, Ice Cream",150.0
Kumaraswamy Layout,Biryani,428.57142857142856
Kumaraswamy Layout,"Biryani, Kebab",300.0
Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood",750.0
Kumaraswamy Layout,"Cafe, Burger, Beverages",650.0
Kumaraswamy Layout,"Cafe, Chinese, Arabian",550.0
Kumaraswamy Layout,"Cafe, Continental, Fast Food",625.0
Kumaraswamy Layout,"Cafe, Fast Food",400.0
Kumaraswamy Layout,"Cafe, Fast Food, Chinese",500.0
Kumaraswamy Layout,Chinese,600.0
Kumaraswamy Layout,"Chinese, Biryani",200.0
Kumaraswamy Layout,"Chinese, North Indian",400.0
Kumaraswamy Layout,"Chinese, North Indian, Mughlai, Rolls",400.0
Kumaraswamy Layout,"Continental, Chinese",800.0
Kumaraswamy Layout,"Desserts, Ice Cream",150.0
Kumaraswamy Layout,Drinks Only,150.0
Kumaraswamy Layout,Fast Food,237.5
Kumaraswamy Layout,"Fast Food, Chinese, Rolls",300.0
Kumaraswamy Layout,"Fast Food, Juices",150.0
Kumaraswamy Layout,"Fast Food, Momos",400.0
Kumaraswamy Layout,"Fast Food, Pizza",250.0
Kumaraswamy Layout,"Fast Food, Street Food",200.0
Kumaraswamy Layout,"Goan, Seafood, North Indian, Chinese, Biryani",800.0
Kumaraswamy Layout,Italian,700.0
Kumaraswamy Layout,"Italian, Chinese, Street Food",250.0
Kumaraswamy Layout,"Juices, Beverages",100.0
Kumaraswamy Layout,"Juices, Fast Food",150.0
Kumaraswamy Layout,"Mithai, Street Food",250.0
Kumaraswamy Layout,"Momos, Tibetan, Chinese",200.0
Kumaraswamy Layout,North Indian,504.54545454545456
Kumaraswamy Layout,"North Indian, Biryani, Mughlai",500.0
Kumaraswamy Layout,"North Indian, Chinese",365.2173913043478
Kumaraswamy Layout,"North Indian, Chinese, BBQ",600.0
Kumaraswamy Layout,"North Indian, Chinese, Biryani",500.0
Kumaraswamy Layout,"North Indian, Chinese, Biryani, Kebab",500.0
Kumaraswamy Layout,"North Indian, Chinese, Biryani, Rolls",450.0
Kumaraswamy Layout,"North Indian, Chinese, Fast Food",600.0
Kumaraswamy Layout,"North Indian, Chinese, Momos, Rolls",300.0
Kumaraswamy Layout,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0
Kumaraswamy Layout,"North Indian, Chinese, South Indian",400.0
Kumaraswamy Layout,"North Indian, Fast Food",400.0
Kumaraswamy Layout,"North Indian, Fast Food, Beverages",250.0
Kumaraswamy Layout,"North Indian, Fast Food, Rolls",250.0
Kumaraswamy Layout,"North Indian, Gujarati",200.0
Kumaraswamy Layout,"North Indian, South Indian",150.0
Kumaraswamy Layout,"North Indian, South Indian, Chinese",400.0
Kumaraswamy Layout,South Indian,120.0
Kumaraswamy Layout,"South Indian, Biryani",300.0
Kumaraswamy Layout,"South Indian, Chinese, North Indian",250.0
Kumaraswamy Layout,"South Indian, Chinese, Street Food",250.0
Kumaraswamy Layout,"South Indian, Chinese, Street Food, Juices",500.0
Kumaraswamy Layout,"South Indian, Mangalorean",350.0
Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food",200.0
Kumaraswamy Layout,"South Indian, North Indian, Chinese, Juices",300.0
Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages",300.0
Kumaraswamy Layout,Street Food,200.0
Langford Town,"Fast Food, Rolls",370.0
Langford Town,"Italian, North Indian, Continental",1000.0
Lavelle Road,"American, Finger Food",1000.0
Lavelle Road,"Asian, Japanese, Thai",3000.0
Lavelle Road,"Asian, North Indian, Continental",1800.0
Lavelle Road,"BBQ, North Indian",1500.0
Lavelle Road,Bakery,300.0
Lavelle Road,"Bakery, Cafe, Italian, Desserts",600.0
Lavelle Road,"Bakery, French, Desserts",300.0
Lavelle Road,"Beverages, Desserts, Ice Cream",400.0
Lavelle Road,"Beverages, Fast Food",400.0
Lavelle Road,Cafe,1100.0
Lavelle Road,"Cafe, Bakery, Continental",1000.0
Lavelle Road,"Cafe, Fast Food",650.0
Lavelle Road,"Cafe, Italian, Healthy Food",1200.0
Lavelle Road,"Chinese, Momos",1300.0
Lavelle Road,Continental,2500.0
Lavelle Road,"Continental, BBQ, Finger Food",1700.0
Lavelle Road,"Continental, Steak",1200.0
Lavelle Road,Desserts,577.2727272727273
Lavelle Road,"Desserts, Beverages, Ice Cream",400.0
Lavelle Road,"Desserts, Ice Cream",300.0
Lavelle Road,"European, French, Salad",1500.0
Lavelle Road,"European, Italian, Desserts, Salad, Juices, Steak",1600.0
Lavelle Road,"European, Italian, Seafood, Continental",2100.0
Lavelle Road,"Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200.0
Lavelle Road,"Healthy Food, Sandwich, Salad",500.0
Lavelle Road,"Ice Cream, Desserts",400.0
Lavelle Road,Italian,4000.0
Lavelle Road,"Italian, Chinese, Continental, North Indian, Seafood, Thai",2000.0
Lavelle Road,"Italian, Continental, Pizza",1600.0
Lavelle Road,"Italian, Salad",1500.0
Lavelle Road,Japanese,1800.0
Lavelle Road,"Japanese, Asian",3000.0
Lavelle Road,"Mediterranean, American, Asian",1700.0
Lavelle Road,"Mexican, Tex-Mex",1500.0
Lavelle Road,Modern Indian,1500.0
Lavelle Road,Mughlai,600.0
Lavelle Road,"Mughlai, Cafe",400.0
Lavelle Road,North Eastern,1000.0
Lavelle Road,"North Indian, Chinese, Continental, Italian",1000.0
Lavelle Road,"North Indian, Chinese, Continental, South Indian",600.0
Lavelle Road,"North Indian, Continental, Chinese",1200.0
Lavelle Road,"North Indian, Continental, Italian",2200.0
Lavelle Road,"North Indian, Mughlai",1000.0
Lavelle Road,"North Indian, Seafood",3000.0
Lavelle Road,"Parsi, North Indian",1300.0
Lavelle Road,"Pizza, Italian",600.0
Lavelle Road,"Rajasthani, North Indian",1400.0
Lavelle Road,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400.0
Lavelle Road,"Salad, Fast Food",600.0
Lavelle Road,"Seafood, Mangalorean",350.0
Lavelle Road,"South Indian, North Indian, Street Food",400.0
Lavelle Road,Spanish,2500.0
Lavelle Road,"Spanish, Italian, Mediterranean, European, Salad",2200.0
Lavelle Road,"Thai, Chinese, Indonesian, Asian, Momos",1500.0
MG Road,"American, Cafe, Continental",1700.0
MG Road,"American, North Indian, European, Tex-Mex",3000.0
MG Road,Asian,2000.0
MG Road,"Asian, North Indian, Thai",1700.0
MG Road,"Asian, Thai",1800.0
MG Road,"BBQ, Biryani, Continental",1500.0
MG Road,Bakery,400.0
MG Road,"Bakery, Desserts",575.0
MG Road,"Bakery, Fast Food",400.0
MG Road,"Beverages, Cafe, Juices, Fast Food",350.0
MG Road,"Biryani, Chinese, North Indian, South Indian",800.0
MG Road,"Biryani, Kebab",250.0
MG Road,"Burger, Continental, Italian, Beverages",700.0
MG Road,"Burger, Fast Food",500.0
MG Road,Cafe,475.0
MG Road,"Cafe, Bakery",500.0
MG Road,"Cafe, Continental, Italian",800.0
MG Road,"Cafe, Continental, Italian, Burger",1200.0
MG Road,"Cafe, Desserts",700.0
MG Road,"Cafe, Fast Food",316.6666666666667
MG Road,"Cafe, Healthy Food",800.0
MG Road,Chinese,2500.0
MG Road,"Chinese, Asian, Cantonese, Tea",2800.0
MG Road,"Chinese, Momos",3000.0
MG Road,"Chinese, North Indian, Fast Food",500.0
MG Road,Continental,2800.0
MG Road,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",900.0
MG Road,"Continental, Chinese",1200.0
MG Road,"Continental, Chinese, Finger Food, North Indian",1500.0
MG Road,"Continental, Finger Food, Pizza, North Indian",1000.0
MG Road,"Continental, Thai, North Indian",1600.0
MG Road,Desserts,662.9629629629629
MG Road,"Desserts, Cafe, Fast Food",500.0
MG Road,"Desserts, Fast Food, Beverages",450.0
MG Road,"European, Mediterranean, North Indian",3000.0
MG Road,"Fast Food, Beverages",250.0
MG Road,"Fast Food, Burger",500.0
MG Road,"Fast Food, Street Food",150.0
MG Road,"Finger Food, Continental",1000.0
MG Road,"Healthy Food, Sandwich",300.0
MG Road,Italian,2083.3333333333335
MG Road,"Italian, Bakery, Fast Food",1000.0
MG Road,"Italian, European",1600.0
MG Road,"Italian, North Indian",3000.0
MG Road,"Kerala, Seafood",1800.0
MG Road,"Mediterranean, Continental, French, Italian",2000.0
MG Road,Mexican,1000.0
MG Road,"Mithai, Street Food",200.0
MG Road,"Mithai, Street Food, North Indian",300.0
MG Road,North Indian,1304.5454545454545
MG Road,"North Indian, BBQ, Biryani, Kebab",450.0
MG Road,"North Indian, Chinese",837.5
MG Road,"North Indian, Chinese, Biryani",350.0
MG Road,"North Indian, Chinese, Fast Food",500.0
MG Road,"North Indian, Chinese, Mediterranean",3000.0
MG Road,"North Indian, Continental, Chinese",800.0
MG Road,"North Indian, Italian, South Indian, Continental, Cafe, Salad",2500.0
MG Road,"North Indian, Mediterranean, Chinese",3000.0
MG Road,"North Indian, Mexican, Continental, Street Food",600.0
MG Road,"North Indian, Mithai",300.0
MG Road,"North Indian, Pizza, Chinese",1500.0
MG Road,"North Indian, South Indian",1500.0
MG Road,"Pizza, Fast Food",540.9090909090909
MG Road,South Indian,225.0
MG Road,"South Indian, Chinese, Fast Food",350.0
MG Road,"South Indian, North Indian, Chinese",800.0
MG Road,"South Indian, North Indian, Chinese, Street Food",250.0
MG Road,"South Indian, Street Food",150.0
MG Road,"Steak, Italian, Continental, American, Burger, BBQ, Salad",1500.0
MG Road,Street Food,200.0
MG Road,"Street Food, Beverages, North Indian",300.0
MG Road,"Street Food, Fast Food, North Indian",300.0
MG Road,"Tea, Fast Food, Beverages, Sandwich",250.0
MG Road,Thai,3000.0
MG Road,"Thai, Continental, North Indian",1500.0
MG Road,"Thai, Japanese, Korean, Burmese, Chinese",2100.0
MG Road,"Tibetan, Momos",400.0
Magadi Road,Bakery,400.0
Magadi Road,"Bakery, Desserts",500.0
Magadi Road,Biryani,250.0
Magadi Road,"Biryani, Kebab",300.0
Magadi Road,Fast Food,200.0
Magadi Road,"Fast Food, Bakery",300.0
Magadi Road,"Fast Food, Beverages",300.0
Magadi Road,"Hyderabadi, Biryani",200.0
Magadi Road,"North Indian, Mughlai, Chinese, Rolls",450.0
Magadi Road,"North Indian, South Indian",433.3333333333333
Magadi Road,"North Indian, South Indian, Chinese",700.0
Magadi Road,"North Indian, South Indian, Chinese, Mexican",700.0
Magadi Road,Pizza,300.0
Magadi Road,South Indian,241.66666666666666
Magadi Road,"South Indian, Biryani",350.0
Magadi Road,"South Indian, North Indian, Chinese",250.0
Magadi Road,"South Indian, North Indian, Chinese, Street Food",200.0
Majestic,"Andhra, Biryani",316.6666666666667
Majestic,Bakery,150.0
Majestic,Biryani,300.0
Majestic,"Biryani, Chinese, North Indian",300.0
Majestic,"Chinese, Finger Food",1000.0
Majestic,"Chinese, North Indian",825.0
Majestic,"Chinese, South Indian, North Indian",450.0
Majestic,Desserts,200.0
Majestic,Mangalorean,400.0
Majestic,"Mangalorean, Chinese, North Indian, Seafood",350.0
Majestic,"Mangalorean, Seafood",600.0
Majestic,Mithai,216.66666666666666
Majestic,"Mithai, Desserts",150.0
Majestic,"Mithai, Fast Food",100.0
Majestic,"Mithai, Street Food",190.0
Majestic,North Indian,491.6666666666667
Majestic,"North Indian, Biryani",300.0
Majestic,"North Indian, Chinese",750.0
Majestic,"North Indian, Chinese, Andhra",450.0
Majestic,"North Indian, Chinese, Continental",800.0
Majestic,"North Indian, Chinese, Continental, Italian",650.0
Majestic,"North Indian, Chinese, Mughlai",450.0
Majestic,"North Indian, Chinese, Seafood, Biryani",700.0
Majestic,"North Indian, Chinese, South Indian",600.0
Majestic,"North Indian, Continental",1400.0
Majestic,"North Indian, South Indian",300.0
Majestic,"North Indian, South Indian, Chinese",491.6666666666667
Majestic,"North Indian, South Indian, Chinese, Desserts, Street Food",350.0
Majestic,"North Indian, South Indian, Chinese, Street Food",300.0
Majestic,"North Indian, South Indian, Continental, Asian",750.0
Majestic,"Seafood, North Indian, Chinese",500.0
Majestic,South Indian,222.82608695652175
Majestic,"South Indian, Biryani, Chinese, North Indian",750.0
Majestic,"South Indian, Chinese",300.0
Majestic,"South Indian, Chinese, North Indian",500.0
Majestic,"South Indian, Chinese, North Indian, Beverages",350.0
Majestic,"South Indian, Fast Food",150.0
Majestic,"South Indian, Fast Food, Juices",200.0
Majestic,"South Indian, North Indian",383.3333333333333
Majestic,"South Indian, North Indian, Chinese",475.0
Majestic,"South Indian, North Indian, Chinese, Beverages",400.0
Majestic,"South Indian, North Indian, Chinese, Street Food",300.0
Majestic,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0
Majestic,Street Food,200.0
Majestic,"Street Food, Maharashtrian",200.0
Malleshwaram,"American, Tex-Mex, Burger, BBQ, Mexican",1400.0
Malleshwaram,"Andhra, Biryani",300.0
Malleshwaram,BBQ,1300.0
Malleshwaram,Bakery,200.0
Malleshwaram,"Bakery, Desserts",450.0
Malleshwaram,"Bakery, Desserts, Beverages",450.0
Malleshwaram,"Bakery, Fast Food",250.0
Malleshwaram,Beverages,200.0
Malleshwaram,"Beverages, Desserts",200.0
Malleshwaram,"Beverages, Desserts, Ice Cream",400.0
Malleshwaram,"Beverages, Desserts, Juices",150.0
Malleshwaram,"Beverages, Juices",100.0
Malleshwaram,"Beverages, Juices, Ice Cream",200.0
Malleshwaram,"Beverages, Rolls",300.0
Malleshwaram,Biryani,266.6666666666667
Malleshwaram,"Biryani, Fast Food",266.6666666666667
Malleshwaram,"Biryani, Hyderabadi, Chinese",800.0
Malleshwaram,"Biryani, Kebab",241.66666666666666
Malleshwaram,"Biryani, North Indian",466.6666666666667
Malleshwaram,Burger,300.0
Malleshwaram,"Burger, Fast Food",400.0
Malleshwaram,"Burger, Fast Food, Beverages",600.0
Malleshwaram,Cafe,532.1428571428571
Malleshwaram,"Cafe, Bakery",300.0
Malleshwaram,"Cafe, Continental, Italian",600.0
Malleshwaram,"Cafe, Continental, Steak, Italian",500.0
Malleshwaram,"Cafe, Desserts",700.0
Malleshwaram,"Cafe, Fast Food",900.0
Malleshwaram,"Cafe, Italian",400.0
Malleshwaram,"Cafe, North Indian, Street Food",500.0
Malleshwaram,"Cafe, South Indian",150.0
Malleshwaram,"Cafe, Tea, North Indian",500.0
Malleshwaram,Chinese,1000.0
Malleshwaram,"Chinese, Asian, American, Seafood",600.0
Malleshwaram,"Chinese, Continental, North Indian",1400.0
Malleshwaram,"Chinese, Fast Food, Momos",200.0
Malleshwaram,"Chinese, Momos",150.0
Malleshwaram,"Chinese, North Indian",466.6666666666667
Malleshwaram,"Chinese, North Indian, South Indian, Street Food, Fast Food",500.0
Malleshwaram,"Chinese, North Indian, Street Food",350.0
Malleshwaram,"Chinese, Street Food, Rolls",250.0
Malleshwaram,"Chinese, Thai",600.0
Malleshwaram,Continental,2000.0
Malleshwaram,"Continental, North Indian",1500.0
Malleshwaram,Desserts,239.3939393939394
Malleshwaram,"Desserts, Bakery",250.0
Malleshwaram,"Desserts, Beverages",300.0
Malleshwaram,"Desserts, Beverages, Ice Cream",400.0
Malleshwaram,"Desserts, Cafe, Continental",700.0
Malleshwaram,"Desserts, Fast Food",300.0
Malleshwaram,"Desserts, Ice Cream",200.0
Malleshwaram,"Desserts, Ice Cream, Beverages, Sandwich",400.0
Malleshwaram,"European, French, Salad",1500.0
Malleshwaram,Fast Food,312.5
Malleshwaram,"Fast Food, Bakery",300.0
Malleshwaram,"Fast Food, Beverages",375.0
Malleshwaram,"Fast Food, Beverages, Desserts",300.0
Malleshwaram,"Fast Food, Beverages, Momos",300.0
Malleshwaram,"Fast Food, Biryani, Rolls",350.0
Malleshwaram,"Fast Food, Burger",300.0
Malleshwaram,"Fast Food, Burger, Beverages, Cafe, Desserts",500.0
Malleshwaram,"Fast Food, North Indian",400.0
Malleshwaram,"Fast Food, Pizza, Sandwich",250.0
Malleshwaram,"Fast Food, Rolls",400.0
Malleshwaram,"Fast Food, Street Food",200.0
Malleshwaram,"Finger Food, Chinese, North Indian",1100.0
Malleshwaram,"Finger Food, Continental, Chinese",1100.0
Malleshwaram,"Finger Food, North Indian, Italian",1500.0
Malleshwaram,"German, European, Pizza, American, North Indian, Chinese",1800.0
Malleshwaram,"Healthy Food, Beverages, Fast Food",500.0
Malleshwaram,"Healthy Food, Salad, Fast Food",500.0
Malleshwaram,Ice Cream,180.0
Malleshwaram,"Ice Cream, Bakery, Desserts",200.0
Malleshwaram,"Ice Cream, Beverages",200.0
Malleshwaram,"Ice Cream, Beverages, Fast Food",500.0
Malleshwaram,"Ice Cream, Desserts",275.0
Malleshwaram,"Italian, American, North Indian",1400.0
Malleshwaram,"Italian, European, Mediterranean",2500.0
Malleshwaram,"Italian, Salad, Mediterranean",1500.0
Malleshwaram,"Japanese, Thai, Chinese, Korean",2600.0
Malleshwaram,Juices,150.0
Malleshwaram,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",600.0
Malleshwaram,Lebanese,300.0
Malleshwaram,"Lebanese, Mediterranean, Afghan",2500.0
Malleshwaram,Mangalorean,400.0
Malleshwaram,"Mexican, Fast Food",400.0
Malleshwaram,Mithai,200.0
Malleshwaram,"Mithai, Fast Food",300.0
